x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label,session_id
0.4665851593017578,0.5409078598022461,-8.590122320129012e-07,0.39208847284317017,0.5610074400901794,-0.0020751662086695433,0.32103848457336426,0.524162232875824,-0.003931384067982435,0.2845083177089691,0.477638304233551,-0.012619595974683762,0.2636122703552246,0.4393576681613922,-0.01629529893398285,0.28858351707458496,0.38857200741767883,0.024884764105081558,0.23215633630752563,0.41958552598953247,-0.01243120338767767,0.26061534881591797,0.4822003245353699,-0.030253155156970024,0.2884519100189209,0.49823522567749023,-0.03536345809698105,0.31371909379959106,0.3542967736721039,0.010664096102118492,0.2626416087150574,0.4120045602321625,-0.027281055226922035,0.30589884519577026,0.4854665994644165,-0.02872045338153839,0.3333579897880554,0.4777944087982178,-0.018244216218590736,0.34868666529655457,0.3342383801937103,-0.011018981225788593,0.29659485816955566,0.396281898021698,-0.0496462881565094,0.3410938084125519,0.4686630070209503,-0.03393358364701271,0.36907076835632324,0.4580589830875397,-0.01221386156976223,0.38809943199157715,0.3291887640953064,-0.034403204917907715,0.3441692292690277,0.39101678133010864,-0.055674660950899124,0.3695255517959595,0.44182851910591125,-0.04476805031299591,0.39214858412742615,0.4285702109336853,-0.02932882122695446,fist,1
0.46673572063446045,0.5049685835838318,-7.916544291219907e-07,0.39453861117362976,0.5205902457237244,-0.00010722570732468739,0.32693541049957275,0.4827106297016144,9.403050353284925e-05,0.2949787378311157,0.431947261095047,-0.006839415058493614,0.2794739603996277,0.3895978629589081,-0.009513657540082932,0.299452543258667,0.3666771352291107,0.027632255107164383,0.2475718855857849,0.3814783990383148,-0.0057027582079172134,0.2763349413871765,0.440051794052124,-0.022275809198617935,0.30458784103393555,0.4541723132133484,-0.02749704010784626,0.32327091693878174,0.3351113498210907,0.013552887365221977,0.2715878188610077,0.3664955496788025,-0.02045145258307457,0.30893179774284363,0.43602773547172546,-0.022913994267582893,0.33619338274002075,0.4332348108291626,-0.014447935856878757,0.35716068744659424,0.313972532749176,-0.007517609745264053,0.3033393621444702,0.34864479303359985,-0.042634546756744385,0.33990204334259033,0.4198196530342102,-0.02848423458635807,0.3666684925556183,0.41768884658813477,-0.00880538672208786,0.39728105068206787,0.30439192056655884,-0.029923347756266594,0.3495635986328125,0.3430179953575134,-0.048231352120637894,0.36910971999168396,0.39345377683639526,-0.03681324049830437,0.3910646140575409,0.38849690556526184,-0.022119812667369843,fist,2
0.47096067667007446,0.5099818706512451,-8.293085898003483e-07,0.4032498300075531,0.5242850184440613,0.0034719789400696754,0.33486467599868774,0.485836923122406,0.005273033399134874,0.30209076404571533,0.43648502230644226,-0.0007767971255816519,0.28730490803718567,0.398610919713974,-0.0032361112534999847,0.30880865454673767,0.37736380100250244,0.027712253853678703,0.25558698177337646,0.38156720995903015,-0.00434048380702734,0.28184738755226135,0.4410543441772461,-0.0196806862950325,0.3103187084197998,0.4601634442806244,-0.02392762340605259,0.332610160112381,0.34666022658348083,0.012191209010779858,0.281244695186615,0.3706050217151642,-0.020519360899925232,0.31721726059913635,0.43914124369621277,-0.02274157851934433,0.3450543284416199,0.4374844431877136,-0.013963496312499046,0.3673524558544159,0.324543297290802,-0.009586615487933159,0.31392261385917664,0.35381489992141724,-0.04288717731833458,0.3506007194519043,0.42331936955451965,-0.029191652312874794,0.377958744764328,0.4199591279029846,-0.01020929217338562,0.409280925989151,0.31217122077941895,-0.0321921780705452,0.3624064028263092,0.3479435443878174,-0.04903413727879524,0.38324546813964844,0.39784231781959534,-0.0368967168033123,0.40705743432044983,0.39212560653686523,-0.021999208256602287,fist,3
0.46709567308425903,0.5090582370758057,-8.223443614951975e-07,0.4013724625110626,0.5214046239852905,0.0042602382600307465,0.333310604095459,0.4832914471626282,0.006752291228622198,0.3005419671535492,0.4353872537612915,0.0015638488112017512,0.2794378995895386,0.3971165418624878,-0.00021019963605795056,0.3056466281414032,0.3710898458957672,0.026941273361444473,0.252360999584198,0.37554046511650085,-0.00553969806060195,0.2722925543785095,0.43590205907821655,-0.021230513229966164,0.2988981306552887,0.45984208583831787,-0.025245949625968933,0.32986190915107727,0.3407757580280304,0.011527437716722488,0.2803536653518677,0.367117702960968,-0.021625077351927757,0.3152464032173157,0.4385125935077667,-0.02412055991590023,0.34361687302589417,0.4406825602054596,-0.015269395895302296,0.36408016085624695,0.3203943371772766,-0.009930475614964962,0.31388741731643677,0.3535706698894501,-0.04298776388168335,0.35038962960243225,0.42381784319877625,-0.02933722361922264,0.3777236044406891,0.4225006103515625,-0.010367384180426598,0.4049302637577057,0.30972522497177124,-0.03212514892220497,0.3601279854774475,0.34635215997695923,-0.048944778740406036,0.37998729944229126,0.397377073764801,-0.03685853257775307,0.402406245470047,0.39344024658203125,-0.021714556962251663,fist,3
0.48565512895584106,0.5206045508384705,-8.550010193175694e-07,0.4194534718990326,0.5368314981460571,-0.0022717772517353296,0.3464771807193756,0.5011045336723328,-0.0026140885893255472,0.30925095081329346,0.4508249759674072,-0.008991430513560772,0.2918951213359833,0.40647512674331665,-0.010694711469113827,0.32073265314102173,0.3879346251487732,0.018785137683153152,0.2688339054584503,0.392122358083725,-0.014779165387153625,0.29949432611465454,0.45427238941192627,-0.02943102829158306,0.326315701007843,0.46699145436286926,-0.033477071672677994,0.34853771328926086,0.3582305908203125,0.005752897821366787,0.2987860441207886,0.38030654191970825,-0.028497422114014626,0.3349149227142334,0.45192408561706543,-0.029076717793941498,0.35998955368995667,0.4463527798652649,-0.01945008523762226,0.38492831587791443,0.3372674584388733,-0.01386193186044693,0.3348281681537628,0.36548155546188354,-0.04956265911459923,0.3697420358657837,0.4373044967651367,-0.034494802355766296,0.3948202133178711,0.4307766854763031,-0.014376414008438587,0.42707934975624084,0.32445114850997925,-0.0346672460436821,0.3815596401691437,0.3583109676837921,-0.053336597979068756,0.40055978298187256,0.41146254539489746,-0.04112759977579117,0.42270857095718384,0.40647032856941223,-0.02590666525065899,fist,4
0.48661231994628906,0.5203106999397278,-7.840697548999742e-07,0.41750356554985046,0.5371426343917847,-0.0020123356953263283,0.3447527587413788,0.5012228488922119,-0.001595914363861084,0.3086891770362854,0.4512636661529541,-0.007322455290704966,0.2910754382610321,0.4089461863040924,-0.00849373172968626,0.3199975788593292,0.3856434226036072,0.021761547774076462,0.26872023940086365,0.39170411229133606,-0.011734375730156898,0.29681432247161865,0.4540984630584717,-0.02646557241678238,0.3231223523616791,0.4688205420970917,-0.030241962522268295,0.3473733365535736,0.35536426305770874,0.008829982951283455,0.29833075404167175,0.3772994875907898,-0.025139302015304565,0.33362671732902527,0.4495267868041992,-0.025753473863005638,0.35920628905296326,0.4463050961494446,-0.015801269561052322,0.38432130217552185,0.3348143398761749,-0.01098397932946682,0.3358251750469208,0.3603200614452362,-0.0460825152695179,0.3689992427825928,0.43322983384132385,-0.03131904453039169,0.3933589458465576,0.4305129051208496,-0.01136770285665989,0.42711958289146423,0.3232399523258209,-0.032006315886974335,0.3832138478755951,0.35609859228134155,-0.050040241330862045,0.40101441740989685,0.4104832410812378,-0.03800039738416672,0.4218052327632904,0.40761256217956543,-0.022874945774674416,fist,5
0.5105966925621033,0.511351466178894,-7.388703693322896e-07,0.43624162673950195,0.5342086553573608,-0.005814318545162678,0.3594749867916107,0.5077164769172668,-0.009990387596189976,0.3186226785182953,0.45837312936782837,-0.019210085272789,0.301841139793396,0.4116952121257782,-0.023875592276453972,0.34449502825737,0.40757182240486145,0.009691751562058926,0.2944735884666443,0.38840794563293457,-0.02351302281022072,0.3235517144203186,0.44810450077056885,-0.03750738874077797,0.34826821088790894,0.45964932441711426,-0.04193852096796036,0.3739427924156189,0.37535709142684937,-0.00231747655197978,0.32842016220092773,0.3649357855319977,-0.035428933799266815,0.36089375615119934,0.43571236729621887,-0.035627581179142,0.38472411036491394,0.4328846037387848,-0.026816923171281815,0.411141574382782,0.34992748498916626,-0.020515482872724533,0.36699607968330383,0.34265848994255066,-0.05386337265372276,0.39630326628685,0.4136745035648346,-0.037956852465867996,0.4195856750011444,0.4137817919254303,-0.018580079078674316,0.4549715220928192,0.3282778561115265,-0.04005231335759163,0.4138897657394409,0.33496132493019104,-0.05710494890809059,0.4295647144317627,0.3906276226043701,-0.04323257505893707,0.44986873865127563,0.39559194445610046,-0.02782248705625534,fist,5
0.5090837478637695,0.51242995262146,-6.990021006458846e-07,0.43702924251556396,0.5337174534797668,-0.008120257407426834,0.3591286242008209,0.5062666535377502,-0.012489859014749527,0.3169080317020416,0.45629459619522095,-0.021345987915992737,0.30105048418045044,0.40322569012641907,-0.02544008009135723,0.34492194652557373,0.3994663953781128,0.009606215171515942,0.29630646109580994,0.3872377872467041,-0.022489039227366447,0.3264642357826233,0.44651347398757935,-0.03582360967993736,0.35102415084838867,0.45661336183547974,-0.04009609296917915,0.37351280450820923,0.3678306043148041,-0.001216505654156208,0.328418493270874,0.36266016960144043,-0.03251448646187782,0.3613548278808594,0.4331642687320709,-0.032384391874074936,0.3833748400211334,0.429688036441803,-0.023734133690595627,0.41107964515686035,0.34405452013015747,-0.018431928008794785,0.3660387098789215,0.3370320200920105,-0.05077949911355972,0.3943215012550354,0.4088509976863861,-0.034987110644578934,0.41499048471450806,0.40980812907218933,-0.015968354418873787,0.4552757441997528,0.325111448764801,-0.037158165127038956,0.4160465896129608,0.3335648775100708,-0.05425647646188736,0.42947936058044434,0.38923320174217224,-0.04096144065260887,0.4467005133628845,0.395165354013443,-0.025899628177285194,fist,5
0.5081313848495483,0.4950506091117859,-7.171666993599501e-07,0.4409261643886566,0.5146599411964417,-0.012633133679628372,0.36438971757888794,0.48355063796043396,-0.02069004252552986,0.3249891698360443,0.4315296411514282,-0.03254226595163345,0.3137740194797516,0.38174498081207275,-0.03883283585309982,0.35086652636528015,0.3637852668762207,0.0015592195559293032,0.3024533987045288,0.34608325362205505,-0.036269355565309525,0.3269376754760742,0.4091096818447113,-0.05046883597970009,0.3512093126773834,0.4265449643135071,-0.05346169322729111,0.3857743442058563,0.33376345038414,-0.008573818951845169,0.3437298536300659,0.3276178538799286,-0.044257309287786484,0.3785254657268524,0.41189002990722656,-0.0408158041536808,0.3971717655658722,0.4070584177970886,-0.027834387496113777,0.42830002307891846,0.3130311071872711,-0.025942783802747726,0.38992810249328613,0.31014031171798706,-0.061471886932849884,0.41903188824653625,0.39013680815696716,-0.040922991931438446,0.43700090050697327,0.3868466913700104,-0.017185240983963013,0.47542864084243774,0.2988234758377075,-0.04533500596880913,0.4385480284690857,0.30212825536727905,-0.06191214546561241,0.45076999068260193,0.36267510056495667,-0.04458672180771828,0.46646589040756226,0.3662741780281067,-0.02593856304883957,fist,6
0.511452317237854,0.49682319164276123,-7.362874612226733e-07,0.44486016035079956,0.5172610282897949,-0.012747559696435928,0.3664792776107788,0.4877769351005554,-0.021055929362773895,0.32344865798950195,0.4366969168186188,-0.033019501715898514,0.31773507595062256,0.3826940953731537,-0.038713641464710236,0.35134708881378174,0.36920782923698425,0.002425121609121561,0.30299708247184753,0.3427243232727051,-0.03551366552710533,0.3304536044597626,0.4102482199668884,-0.04896073415875435,0.35620999336242676,0.4284922778606415,-0.05141470208764076,0.3860638737678528,0.33910617232322693,-0.007196762133389711,0.34317925572395325,0.32638710737228394,-0.04369443655014038,0.3783048689365387,0.41116833686828613,-0.04011760279536247,0.3990122079849243,0.4061131179332733,-0.02666788175702095,0.4289122223854065,0.3177914321422577,-0.02413029782474041,0.3895006477832794,0.3076728880405426,-0.06125735491514206,0.4189499318599701,0.3889349699020386,-0.04088572412729263,0.4382401704788208,0.38481226563453674,-0.016605248674750328,0.47702181339263916,0.30349716544151306,-0.042917512357234955,0.440245121717453,0.30225157737731934,-0.06114276498556137,0.45309877395629883,0.3633933365345001,-0.044454727321863174,0.46967118978500366,0.3688559830188751,-0.025728285312652588,fist,6
